id,dataset,grade,problem,answer,operation,formula
nluds-0168,ASDiv,1-2,A quarter equals $0.25. How many quarters equal $2.25?,9 (quarters),Common-Division,2.25/0.25=9
nluds-0169,ASDiv,1-2,Kate has 223 pennies. John has 388 pennies. How many more pennies does John have?,165 (pennies),Subtraction,388-223=165
nluds-0170,ASDiv,1-2,There are 5 birds in a tree. How many bird legs do you see?,10 (bird legs),Multiplication,5*2=10
nluds-0171,ASDiv,1-2,"Two dimes and 3 pennies, does the former equal the latter?",Yes,Comparison,2*10=20 cents > 1*3=3 cents
nluds-0172,ASDiv,1-2,There are 3 spiders. How many spider legs are there?,24 (spider legs),Multiplication,3*8=24
nluds-0173,ASDiv,1-2,Karen wants to buy a pen that costs 75 cents. She has 2 quarters and 3 dimes. Does she have enough money?,Yes,Comparison,2*25+3*10=80 cents > 75 cents
nluds-0174,ASDiv,1-2,Jeff has twice as many crayons as Joan. Joan has 12 crayons. How many does Jeff have?,24 (crayons),Multiplication,12*2=24
nluds-0175,ASDiv,1-2,It is 2:00. What time will it be in three hours and forty-five minutes?,5:45,Sum,(2 (hour)*60 (min/hour) + 3 (hour)*60 (min/hour) + 45 (min))/60 (min/hour) =5 r45; hh:mm=5:45
nluds-0176,ASDiv,1-2,Kate gave the clerk $1.00. Her candy cost 54 cents. How much change should Kate get back?,0.46 (dollars),Subtraction,1.00-0.54=0.46
nluds-0177,ASDiv,1-2,"Mark has 13 trees in his backyard. If he plants 12 more, how many trees will he have?",25 (trees),Addition,13+12=25
nluds-0178,ASDiv,1-2,Joy will see her grandma in two days. How many hours until she sees her?,48 (hours),Multiplication,24*2=48
nluds-0179,ASDiv,1-2,Kim has 4 cousins. She wants to give each one 5 pieces of gum. How much gum will she need?,20 (pieces of gum),Multiplication,4*5=20
nluds-0180,ASDiv,1-2,Dan has $3.00. He bought a candy bar for $1.00. How much money is left?,2 (dollars),Subtraction,3.00-1.00=2.00
nluds-0181,ASDiv,1-2,5 boats are in the lake. Each boat has 3 people. How many people are on boats in the lake?,15 (people),Multiplication,5*3=15
nluds-0182,ASDiv,1-2,"There are 43 dogs, 72 fish, and 34 cats at my farm. How many pets do I have at my farm?",149 (pets),Sum,43+72+34=149
nluds-0183,ASDiv,1-2,Dane eats lunch at 12:30. It takes him 20 minutes to eat. What time does Dane finish eating?,12:50,Addition,((12*60 (min/hour) + 30 (min)) + 20 (min))/60 (min/hour) = 12 r50; hh:mm=12:50
nluds-0184,ASDiv,1-2,"Kyle has four dimes, one nickel, and one quarter. Does he have enough to buy a book that costs $1.00?",No,Comparison,4*10+1*5+1*25=70 cents < 1 dollar
nluds-0185,ASDiv,1-2,Charlie has 31 more snowballs than Lucy. She has 19 snowballs. How many does Charlie have?,50 (snowballs),Addition,31+19=50
nluds-0186,ASDiv,1-2,Josh had $1.80. He paid 45 cents for a candy car. How much change will he get?,1.35 (dollars),Subtraction,1.80-0.45=1.35
nluds-0187,ASDiv,1-2,"I have 9 pennies, 4 nickels, and 3 dimes. How much money do I have?",0.59 (dollars),Sum,(9 (penny)*1 (cent/penny) + 4 (nickel)*5 (cent/nickel) + 3 (dime)*10 (cent/dime))/100 (cent/dollar) = 0.59 (dollar)
nluds-0188,ASDiv,1-2,Randy has 78 blocks. He uses 19 blocks to build a tower. How many blocks are left?,59 (blocks),Subtraction,78-19=59
nluds-0189,ASDiv,1-2,Hailey's bus is third in line. Danny's bus is 3 buses behind hers. What place in line is Danny's bus?,6th,Sequential-Operation,3+1=4 (th); 3+2=5 (th); 3+3=6 (th)
nluds-0190,ASDiv,1-2,"Alex has 5 dimes, 4 nickels and one penny. Does he have enough to buy a hat that costs 90 cents?",No,Comparison,50+20+1=71 cents < 90 cents
nluds-0191,ASDiv,1-2,"Gino has 15 brown bears, 24 white bears, and 27 black bears. How many bears does Gino have?",66 (bears),Sum,15+24+27=66
nluds-0192,ASDiv,1-2,"Rob has seven quarters, three dimes, five nickels, and twelve pennies. How much money does Rob have?",2.42 (dollar),Sum,(7 (quarter)*25 (cent/quarter) + 3 (dime)*10 (cent/dime) + 5 (nickel)*5 (cent/nickel) + 12 (penny)*1 (cent/penny))/100 (cent/dollar) = 2.42 (dollar)
nluds-0193,ASDiv,1-2,"Morgan has 65 red pens, 45 blue pens, and 58 black pens. How many pens does she have?",168 (pens),Sum,65+45+58=168
nluds-0194,ASDiv,1-2,Adi bought a pencil for 35 cents. He paid with a one-dollar bill. How much change will he get?,65 (change),Subtraction,100-35=65
nluds-0195,ASDiv,1-2,Rachel is third in line. Julie is 2 spots in front of her. What place in line is Julie?,1st,Sequential-Operation,Rachel is the 3rd.; 3-1=2 (nd); 3-2=1 (st); Julie is the 1st.
nluds-0196,ASDiv,1-2,Bryan has 50 skittles. Ben has 20 M&M's. Who has more?,Bryan,Comparison,50 skittles(Bryan) > 20 skittles(Ben)
nluds-0197,ASDiv,1-2,Bryan has 50 skittles. Ben has 20 M&M's. How many more does Brian have?,30 (skittles),Subtraction,50-20=30
nluds-0198,ASDiv,1-2,"It takes 20 minutes to cook pizza. If Jack wants to eat at 6:30, what time should he put it in the oven?",6:10,Subtraction,((6 (hour)*60 (min/hour) + 30 (min)) - 20 (min))/60 (min/hour) = 6 r10; hh:mm=6:10
nluds-0199,ASDiv,1-2,"It takes 15 minutes for Michael to get to Edgewood. If Michael arrives at 8:30, what time did Michael leave to get there?",8:15,Subtraction,((8 (hour)*60 (min/hour) + 30 (min)) - 15 (min))/60 (min/hour) = 8 r15; hh:mm=8:15
nluds-0200,ASDiv,1-2,The train left for the station at 9:45 and arrived at 10:00. How long did it take?,15 (minutes),Subtraction,(10*60 (min/hour) - (9*60 (min/hour) + 45 (min))) = 15 (min)
nluds-0201,ASDiv,1-2,"Charlie and his father, an engineer, decided to build a treehouse in their backyard. In order to start constructing the house, Charlie and his father needed to gather some wood from the forest. If they initially have 15 extra planks of wood in the house and Charlie and his father got 10 planks of wood each, how many pieces of wood do they have in total?",35 (pieces),Sum,15+10+10=35
nluds-0202,ASDiv,1-2,"While building the house, Charlie noticed that they were running out of nails so he told his father he's going to buy some. If they still have 9 nails left and Charlie bought 2 boxes of nails, the big one containing 55 nails and the small one containing 31, how many nails will they have?",95 (nails),Sum,9+31+55=95
nluds-0203,ASDiv,1-2,"To have a more stable treehouse, Charlie's father decided to tie the corner posts of the house to the tree itself. He used 24 inches of rope for the first post, 20 inches on the second, 14 inches on the third and 12 inches on the fourth. How many inches of rope were used?",70 (inches),Sum,24+14+12+20=70
nluds-0204,ASDiv,1-2,"The treehouse is almost done; all they need is to paint it. His father estimated that they will use 20 ounces of white paint, 15 ounces of green paint and 34 ounces of brown paint. How many ounces of paint would they buy in total?",69 (ounces),Sum,20+15+34=69
nluds-0205,ASDiv,1-2,"Upon finishing the treehouse, Charlie's mother served them freshly baked cookies. If Charlie ate 15 cookies, his father ate 10 and his mother only ate 5, how many cookies were eaten in total?",30 (cookies),Sum,15+10+5=30
nluds-0206,ASDiv,1-2,"Annie is about to celebrate her birthday next week so her friends decided to throw her a surprise birthday party. Jessica, Annie's best friend, is hosting the party. She plans on making pizza for everyone. If she bought 15 pieces of pepperoni, 10 pieces of salami and 30 pieces of bacon as meat ingredients, how many pieces of meat did she buy in total?",55 (pieces),Sum,15+10+30=55
nluds-0207,ASDiv,1-2,"Andrew, Annie's other friend, was assigned with the preparation of appetizers. He decided to bring 30 hotdogs on sticks, 20 pieces of bite-sized cheese pops and 40 pieces of chicken nuggets. How many portions of appetizers did Andrew bring in all?",90 (portions),Sum,30+20+40=90
nluds-0208,ASDiv,1-2,"Annie's mother has also been asked to be a part of the surprise. She was tasked to be in charge of drinks. She made 25 glasses of orange juice, 15 glasses of grape juice and 5 glasses of apple juice. How many glasses of juice would there be?",45 (glasses),Sum,25+15+5=45
nluds-0209,ASDiv,1-2,"Annie's friends wanted to make sure that there will be enough utensils to go around. If they already have 10 spoons and 10 forks and they bought 30 more for forks and 20 more spoons, how many utensils do they have available for the party?",70 (utensils),Sum,10+10+30+20=70
nluds-0210,ASDiv,1-2,"On the actual day of Annie's birthday, almost everyone in her class came to surprise her. If Annie has 15 girl classmates, 20 boy classmates and 3 teachers in her class, how many people attended her birthday party?",38 (people),Sum,15+20+3=38
nluds-0211,ASDiv,1-2,"It's Halloween in Chicago. Bob, Mary, John, Sue and Sam dressed as superheroes and went out to do some trick or treating. After passing through the houses on Main Street, the five friends counted how much candy they have. If Bob has 10 candies, Mary has 5, Sue has 20, John has 5 as well and Sam has also 10 candies. How many candies did they have together?",50 (candies),Sum,10+5+20+5+10=50
nluds-0212,ASDiv,1-2,"The group then went on to check out the houses along Broadway Street and the scary Werewolf Avenue. After the long walk, they decided to count their candy again. If Mary has 5 chewing gums, Sam has 10 chewing gums and Sue has 15 chewing gums, how many chewing gums did the three have in all?",30 (chewing gums),Sum,5+10+15=30
nluds-0213,ASDiv,1-2,"The friends then proceeded to the rest of the houses in their village. However, Sam had to go home earlier. She got her share of candies which are composed of 10 chewing gums, 15 chocolate bars, and 20 assorted fruit candies. How many candies did she get in total?",45 (candies),Sum,10+15+20=45
nluds-0214,ASDiv,1-2,"Bob who is Sam's next door neighbor decided that he will accompany Sam home. He also took his share which consists of 15 chewing gums, 20 chocolate bars and 15 assorted candies. How many candies did he get?",50 (candies),Sum,15+20+15=50
nluds-0215,ASDiv,1-2,"After Sam and Bob left, Mary, John and Sue decided to go home as well. They counted the total amount of treats that the three of them got. They were able to sort out 60 chewing gums, 55 chocolate bars and another 40 candies of different flavors. How many treats did Mary, John and Sue have in total?",155 (treats),Sum,60+55+40=155
nluds-0216,ASDiv,1-2,"It is Easter time and the kids in the neighborhood of Easterville are very excited about the annual Easter egg hunt. The parents have decided to hide the eggs in a lot of different places. They hid 55 eggs around the club house, 33 eggs around the village park and 22 eggs in the town hall garden. How many eggs were hidden in total?",110 (eggs),Sum,55+33+22=110
nluds-0217,ASDiv,1-2,"Joe, one of the best Easter egg hunters, found 12 eggs around the club house, 5 eggs around the park and 3 eggs in the town hall garden. How many eggs did Joe find?",20 (eggs),Sum,12+5+3=20
nluds-0218,ASDiv,1-2,"The twins Ellie and Amy were able to locate 10 eggs around the club house, 4 eggs in the town hall garden and 6 more around the park. How many eggs do they have in total?",20 (eggs),Sum,10+4+6=20
nluds-0219,ASDiv,1-2,"The rest of the kids around town got 13 more eggs around the club house, 9 eggs around the park and 8 eggs in the town hall garden. If we add all the eggs that they got, how many eggs would that be?",30 (eggs),Sum,13+8+9=30
nluds-0220,ASDiv,1-2,"If the all the participants found a total 40 eggs from the club house, 25 eggs from the park and 15 eggs from the town hall, how many Easter eggs were found that day?",80 (Easter eggs),Sum,40+25+15=80
nluds-0221,ASDiv,1-2,"Penny's class is going to Animaland, the largest zoo on earth, for their science field trip. The zoo has a variety of wild animals in captivity. Their first destination was the aviary. The aviary has 3 species of eagles on show that day. They have 20 Bald Eagles, 15 Harpy Eagles, and 30 Crowned Eagles. How many eagles are on display that day?",65 (eagles),Sum,20+15+30=65
nluds-0222,ASDiv,1-2,"After the aviary was the zoo's swamp area. Penny counted a total of 55 tree frogs, 10 poison frogs and 13 wood frogs. How many frogs was Penny able to count?",78 (frogs),Sum,55+10+13=78
nluds-0223,ASDiv,1-2,"Aside from frogs, the swamp area is also home to a few dangerous animals. Penny's teacher pointed out 22 crocodiles, 23 alligators and 5 vipers. How many dangerous animals did the teacher point out in total?",50 (dangerous animals),Sum,22+23+5=50
nluds-0224,ASDiv,1-2,"Next in their itinerary was the insectarium, home to hundreds of insect species. Penny, who likes butterflies and ants, took pictures of the different species. She was able to capture 60 species of butterflies, 15 species of ants and 20 species of other insects. How many species of insects did Penny capture?",95 (species of insects),Sum,60+15+20=95
nluds-0225,ASDiv,1-2,"Last stop in their field trip was the aquarium. Penny identified 35 species of sharks, 15 species of eels and 5 different species of whales. How many species was Penny able to identify?",55 (species),Sum,35+15+5=55
nluds-0226,ASDiv,1-2,"Marcus and his friends are starting a recycling project to help the school raise some money for charity. They were tasked to collect different materials and create useful things from those. If Marcus was able to gather 25 milk bottles, and John was able to gather 20 milk bottles, how many milk bottles do they have available for recycling?",45 (milk bottles),Addition,20+25=45
nluds-0227,ASDiv,1-2,"Chris, tasked to lead the newspaper collection, was able to obtain 42 newspapers from their neighborhood. If his sister Lily helped him and was able to get 23 more newspapers from another block, how many newspapers were they able to collect together?",65 (newspapers),Addition,42+23=65
nluds-0228,ASDiv,1-2,"Andy, another part of the recycling team decided he would gather tin foil wrappers. If he was able to pick up 34 wrappers around the village dumpster and his best friend Max was able to collect 15, how many wrappers were gathered in total?",49 (wrappers),Addition,34+15=49
nluds-0229,ASDiv,1-2,"After collecting materials, they started making recycled products to sell during the school's recycling fair. If Marcus made 26 pen holders from the milk bottles and Annie was able to make 37, how many pen holders were made?",63 (pen holders),Addition,26+37=63
nluds-0230,ASDiv,1-2,"If the group was able to make 65 recycled materials from what they gathered and the teachers were able to make 28, how many recycled products will they be able to sell at the fair?",93 (recycled products),Addition,65+28=93
nluds-0231,ASDiv,1-2,"Robyn and Lucy are members of their village's Girl Scout troop. During weekends and some weekdays, they go around selling cookies in the neighborhood. They have a week before the month ends and they are doing their best to get a badge from selling cookies. Working overtime, Robyn sold 47 packs of cookies while Lucy sold 29. How many packs of cookies were they able to sell that day?",76 (packs of cookies),Addition,47+29=76
nluds-0232,ASDiv,1-2,"Because of an upcoming exam, Robyn will not be able to sell cookies on Tuesday. To make up for it, Lucy decided to do double the work to catch up. She sold 34 cookies on her first round and 27 on her second round. How many cookies were sold by Lucy?",61 (cookies),Addition,34+27=61
nluds-0233,ASDiv,1-2,"Still a little behind, Robyn asked her mother to drive them around town on Wednesday to cover more houses. That day Robyn sold 55 packs of cookies while Lucy sold 43. How many packs were they able to sell that day?",98 (packs),Addition,55+43=98
nluds-0234,ASDiv,1-2,"With the end of the month coming in two days, they decided to sell cookies to the neighboring villages as well. If they sold 23 packs on one village and 28 on the other, how many cookies were they able to sell in the other villages?",51 (cookies),Addition,23+28=51
nluds-0235,ASDiv,1-2,"On the day of the awarding ceremony, Robyn and Lucy decided to sell more cookies during the morning to make sure they get the badge. Lucy sold 19 packs and Robyn sold 16. How many packs did they sell on their last day?",35 (packs),Addition,19+16=35
nluds-0236,ASDiv,1-2,"It's Earth Awareness Day and the town of Flora is celebrating by planting trees in areas where the forest has been damaged. Mayor Fauna, leader of the town of Flora, donated 27 oak tree seedlings and 16 seedlings of holly. How many seedlings did he donate altogether?",43 (seedlings),Addition,27+16=43
